architecture,selected_prefix_count,mean_coverage,mean_hamming_risk,mean_exact_match_error,mean_brier_score,mean_log_loss
ecg_transformer,1833,0.8493975903614458,0.11943989816330215,0.37934169849063465,0.085717462227250005,0.28552587037620969
ecg_transformer,1834,0.84986098239110286,0.11952017448200629,0.37949836423118866,0.085752909922110265,0.28561163268145512
ecg_transformer,1835,0.85032437442075992,0.11960036330608513,0.37947320617620345,0.085794149279823317,0.28574377877007595
ecg_transformer,1836,0.85078776645041698,0.11971677559912829,0.37981118373275241,0.085841182190248791,0.28584739101692591
ecg_transformer,1837,0.85125115848007427,0.11965160587915054,0.37960442750861906,0.085837191489177025,0.28584576676159246
ecg_transformer,1838,0.85171455050973111,0.11973159231048215,0.37994196590496915,0.08590800530404856,0.28603341768005852
ecg_transformer,1839,0.85217794253938839,0.11981149175276391,0.38009787928221855,0.085947133532294287,0.28612158675861538
ecg_transformer,1840,0.85264133456904545,0.11985507246376785,0.38043478260869562,0.085973899784275401,0.28620037845787211
ecg_transformer,1841,0.85310472659870251,0.11986239362665191,0.38059025891725512,0.085999500365463569,0.28629063222212964
ecg_transformer,1842,0.85356811862835957,0.11986970684039061,0.38074556641331886,0.086025979472565003,0.28636752056052195
ecg_transformer,1843,0.85403151065801663,0.11994935793090948,0.38090070537167664,0.086067588583289376,0.28650243672342018
ecg_transformer,1844,0.85449490268767381,0.11995661605206047,0.38105567606652208,0.08606299711206862,0.2864995460342934
ecg_transformer,1845,0.85495829471733087,0.12003613369466999,0.38121047877145436,0.08609151749120636,0.28656706247691427
ecg_transformer,1846,0.85542168674698793,0.1201516793066086,0.38154568436258574,0.086156294037513029,0.28673999575437081
ecg_transformer,1847,0.85588507877664499,0.12023100523371205,0.38188052698068936,0.086160062089846945,0.28675431982860911
ecg_transformer,1848,0.85634847080630216,0.12034632034632008,0.38221500721500723,0.086222166182325088,0.28690889758856214
ecg_transformer,1849,0.85681186283595923,0.12031728862448143,0.38218857039841359,0.086239537822799986,0.28698163335640242
ecg_transformer,1850,0.85727525486561629,0.12036036036036009,0.38234234234234238,0.08625575272254804,0.28702397071241637
ecg_transformer,1851,0.85773864689527335,0.12040338555735612,0.38249594813614268,0.086280079576640675,0.28708490306398221
ecg_transformer,1852,0.85820203892493063,0.12048236141108683,0.382829373650108,0.08629903514763243,0.28713339893571843
ecg_transformer,1853,0.85866543095458747,0.12052527432991517,0.38298255081849253,0.086323457987038957,0.28719059560079191
ecg_transformer,1854,0.85912882298424476,0.12060409924487565,0.38331535418914059,0.086344658577617084,0.28724606571816458
ecg_transformer,1855,0.85959221501390159,0.12064690026954149,0.38364779874213834,0.086374049094083527,0.2873150832514364
ecg_transformer,1856,0.86005560704355888,0.12065373563218361,0.38380028735632182,0.086369159799836281,0.28731346965933069
ecg_transformer,1857,0.86051899907321594,0.12073236402800186,0.38395261173936457,0.086390288022852021,0.28736374713355251
ecg_transformer,1858,0.860982391102873,0.12077502691065629,0.3842841765339074,0.086411855477924404,0.28741997956994181
ecg_transformer,1859,0.86144578313253017,0.12081764389456667,0.38443607674376906,0.086461844956296274,0.28754339132772783
ecg_transformer,1860,0.86190917516218724,0.12093189964157675,0.38476702508960575,0.086503593919760924,0.28764837227798873
ecg_transformer,1861,0.8623725671918443,0.12093856349632782,0.38491850259716998,0.086489926954388355,0.28762838126354823
ecg_transformer,1862,0.86283595922150136,0.12098102398854245,0.38524883637665591,0.086504004818571137,0.28766585311323872
ecg_transformer,1863,0.86329935125115853,0.12095186974413996,0.38522096976203257,0.086495466332388027,0.28765645126344547
ecg_transformer,1864,0.86376274328081559,0.1209942775393416,0.38519313304721031,0.086555854574852972,0.28784623574203905
ecg_transformer,1865,0.86422613531047265,0.12107238605898091,0.38552278820375335,0.086606235292042352,0.28796989185030836
ecg_transformer,1866,0.86468952734012972,0.12115041086102148,0.38567345480528759,0.086649539852785132,0.28806933834030835
ecg_transformer,1867,0.865152919369787,0.12115693626138156,0.38582396000714159,0.086653617364146632,0.2880850464859695
ecg_transformer,1868,0.86561631139944384,0.12112776588151287,0.38579586009992867,0.086666528665258605,0.28813036873951603
ecg_transformer,1869,0.86607970342910112,0.12113429641519498,0.38576779026217228,0.086670372270606144,0.28814817189892877
ecg_transformer,1870,0.86654309545875796,0.12117647058823496,0.3859180035650624,0.086677901726593384,0.28817532544788188
ecg_transformer,1871,0.86700648748841525,0.12125423124888619,0.38606805629787994,0.086708014170041425,0.28824821378365056
ecg_transformer,1872,0.86746987951807231,0.12129629629629597,0.38603988603988598,0.086747965888428702,0.28834311672374691
ecg_transformer,1873,0.86793327154772937,0.12126712938245206,0.38601174586225301,0.086762023197612823,0.28838198113917551
